Neighborhood,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,FixedLotFrontage,FixedLotArea,FixedMasVnrArea,FixedTotalBsmtSF,Fixed1stFlrSF,Fixed2ndFlrSF,FixedLowQualFinSF,FixedGrLivArea,FixedBsmtFullBath,FixedBsmtHalfBath,FixedFullBath,FixedHalfBath,FixedBedroomAbvGr,FixedKitchenAbvGr,FixedTotRmsAbvGrd,FixedFireplaces,FixedGarageYrBlt,FixedGarageCars,FixedGarageArea,FixedWoodDeckSF,FixedOpenPorchSF,FixedEnclosedPorch,Fixed3SsnPorch,FixedScreenPorch,FixedPoolArea,FixedMiscVal,FixedYrSold,FixedSalePrice,YearsSinceBuilt,YearsSinceRemodel,SafetyScore,BicycleFriendlyScore,WalkabilityScore,SchoolingScore,HouseholdIncomeScore,DesirabilityScore
Mitchel,768,50,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,GasA,Ex,Y,null,TA,Mod,NA,Attchd,Unf,TA,TA,Y,NA,NA,Shed,7,WD,Normal,75,12508,0,983,983,767,0,1750,1,0,2,0,4,1,7,0,1989,1,423,245,0,156,0,0,0,1300,2008,160000,68,23,3,2,1,4,2,2
CollgCr,769,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,70,9100,0,1860,1836,0,0,1836,0,0,2,0,3,1,8,1,2004,2,484,120,33,0,0,0,0,0,2006,216837,2,1,3,1,1,3,2,3
StoneBr,770,60,RL,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Ex,Mod,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,47,53504,603,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003,3,841,503,36,0,0,210,0,0,2010,538000,7,7,3,3,1,1,3,3
Sawyer,771,85,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,4,WD,Normal,69,7252,0,858,858,0,0,858,1,0,1,0,2,1,5,0,1983,2,576,120,0,0,0,0,0,0,2009,134900,27,27,3,2,1,2,2,1
Edwards,772,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,4,COD,Normal,67,8877,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,1951,2,396,0,0,0,0,0,0,0,2006,102000,55,55,2,2,2,3,2,1
Edwards,773,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,GasA,TA,Y,null,TA,Typ,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,3,WD,Abnorml,94,7819,0,1029,1117,0,0,1117,1,0,1,0,3,1,6,1,1976,2,672,144,0,0,0,0,0,0,2010,107000,34,34,2,2,2,3,2,1
NAmes,774,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,COD,Normal,70,10150,1,912,912,0,0,912,0,0,1,0,2,1,5,0,1958,1,275,0,0,0,0,0,0,0,2007,114500,49,49,3,2,1,4,2,2
NridgHt,775,20,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Gd,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,New,Partial,110,14226,375,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006,3,895,315,45,0,0,0,0,0,2007,395000,1,1,3,3,1,5,3,3
Mitchel,776,120,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,32,4500,320,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998,2,412,0,247,0,0,0,0,0,2009,162000,11,11,3,2,1,4,2,2
CollgCr,777,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,New,Partial,86,11210,240,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,2005,3,865,144,59,0,0,0,0,0,2006,221500,1,0,3,1,1,3,2,3
Sawyer,778,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,6,WD,Normal,100,13350,0,864,894,0,0,894,1,0,1,0,3,1,5,1,1974,2,440,241,0,0,0,0,0,0,2006,142500,32,32,3,2,1,2,2,1
SawyerW,779,90,RH,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,NA,NA,NA,GasA,TA,Y,null,TA,Typ,TA,Detchd,Unf,TA,TA,Y,NA,NA,NA,10,WD,Normal,60,8400,320,0,2020,0,0,2020,0,0,2,0,4,2,10,2,1977,2,630,0,0,0,0,0,0,0,2007,144000,30,30,3,1,1,2,2,3
Mitchel,780,90,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GasA,TA,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,5,WD,Normal,78,10530,90,975,1004,0,0,1004,1,0,1,0,2,1,4,0,1977,2,504,0,0,0,0,0,0,0,2006,135000,29,29,3,2,1,4,2,2
Gilbert,781,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,GasA,Gd,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,63,7875,38,1237,1253,0,0,1253,0,0,2,0,3,1,6,1,1995,2,402,220,21,0,0,0,0,0,2007,176000,12,11,3,3,1,4,3,3
SawyerW,782,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,65,7153,0,761,810,793,0,1603,0,0,2,1,3,1,7,0,1992,2,484,0,124,0,0,0,0,0,2006,175900,14,14,3,1,1,2,2,3
CollgCr,783,20,RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,67,16285,0,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2001,2,605,0,33,0,0,0,0,0,2009,187100,8,7,3,1,1,3,2,3
Mitchel,784,85,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,9101,104,1097,1110,0,0,1110,1,0,1,0,1,1,4,1,1978,2,602,303,30,0,0,0,0,0,2009,165500,31,31,3,2,1,4,2,2
OldTown,785,75,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,Gd,NA,NA,NA,NA,Y,NA,NA,NA,6,WD,Normal,35,6300,0,742,742,742,0,1484,0,0,2,0,3,1,9,1,1980,0,0,0,291,134,0,0,0,0,2008,128000,94,7,1,4,2,4,2,1
NWAmes,786,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,9,WD,Normal,69,9790,0,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,1967,2,457,0,0,0,0,197,0,0,2009,161500,42,42,3,2,1,1,3,3
OldTown,787,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,Shed,6,WD,Normal,60,10800,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,1961,1,416,0,0,196,0,0,0,1200,2010,139000,95,60,1,4,2,4,2,1
SawyerW,788,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,1,WD,Normal,76,10142,0,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004,2,618,0,45,0,0,0,0,0,2010,233000,6,6,3,1,1,2,2,3
OldTown,789,20,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,NA,NA,NA,8,WD,Normal,50,6000,0,901,901,0,0,901,0,0,1,0,2,1,4,0,1954,1,281,0,0,0,0,0,0,0,2008,107900,54,8,1,4,2,4,2,1
ClearCr,790,60,RL,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,GasA,Gd,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,12205,157,832,976,1111,0,2087,0,0,2,1,5,1,9,0,1966,2,444,133,168,0,0,0,0,0,2007,187500,41,0,2,1,3,3,2,3
Blmngtn,791,120,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,9,WD,Normal,43,3182,11,1145,1145,0,0,1145,0,0,2,0,2,1,5,1,2005,2,397,100,16,0,0,0,0,0,2009,160200,4,3,3,3,1,1,3,3
Mitchel,792,80,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GasA,TA,Y,null,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,69,11333,0,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976,2,539,120,0,0,0,0,0,0,2007,146800,31,31,3,2,1,4,2,2
NoRidge,793,60,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,92,9920,0,1117,1127,886,0,2013,1,0,2,1,3,1,8,1,1997,2,455,180,130,0,0,0,0,0,2007,269790,11,10,3,2,1,5,3,3
Somerst,794,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,New,Partial,76,9158,140,1496,1496,0,0,1496,0,0,2,0,3,1,7,0,2007,2,474,168,130,0,0,0,0,0,2007,225000,0,0,2,2,1,5,3,3
Gilbert,795,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,10,WD,Normal,69,10832,0,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994,2,409,143,46,0,0,0,0,500,2008,194500,14,12,3,3,1,4,3,3
SawyerW,796,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GasA,TA,Y,null,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,4,WD,Normal,70,8400,130,650,888,676,0,1564,0,0,2,1,3,1,7,1,1980,2,476,0,50,0,0,204,0,0,2010,171000,30,29,3,1,1,2,2,3
Sawyer,797,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,MnPrv,NA,4,WD,Normal,71,8197,148,660,1285,0,0,1285,0,0,1,1,3,1,7,1,1977,2,528,138,0,0,0,0,0,0,2007,143500,30,30,3,2,1,2,2,1
NAmes,798,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,4,WD,Abnorml,57,7677,0,773,773,0,0,773,0,0,1,0,2,1,4,0,1953,1,240,0,0,0,0,0,0,0,2008,110000,55,55,3,2,1,4,2,2
NridgHt,799,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GasA,Ex,Y,null,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,7,New,Partial,104,13518,860,1926,1966,1174,0,3140,0,0,3,1,4,1,11,2,2009,3,820,144,78,0,0,0,0,0,2009,485000,1,0,3,3,1,5,3,3
SWISU,800,50,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,6,WD,Normal,60,7200,252,731,981,787,0,1768,1,0,1,1,3,1,7,2,1939,1,240,0,0,264,0,0,0,0,2007,175000,70,57,1,2,4,4,1,2
ClearCr,801,60,RL,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GasA,Gd,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,Shed,5,WD,Normal,79,12798,0,616,616,1072,0,1688,1,0,2,1,4,1,8,0,1997,2,603,403,114,185,0,0,0,400,2008,200000,11,11,2,1,3,3,2,3
IDOTRR,802,30,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,40,4800,0,1196,1196,0,0,1196,1,0,1,0,2,1,5,0,1957,2,440,0,0,0,0,0,0,0,2007,109900,91,17,1,2,2,4,1,1
CollgCr,803,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,63,8199,0,728,728,728,0,1456,1,0,2,1,3,1,7,1,2005,2,410,36,18,0,0,0,0,0,2008,189000,3,3,3,1,1,3,2,3
NridgHt,804,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Ex,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,1,New,Partial,107,13891,424,1734,1734,1088,0,2822,0,0,3,1,4,1,12,1,2009,3,1020,52,170,0,0,192,0,0,2009,582933,1,0,3,3,1,5,3,3
NAmes,805,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,6,WD,Family,75,9000,0,936,1128,0,0,1128,0,0,1,0,2,1,5,0,1954,1,286,0,0,0,0,0,0,0,2006,118000,52,52,3,2,1,4,2,2
Somerst,806,20,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Ex,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,New,Partial,91,12274,256,1417,1428,0,0,1428,0,0,2,0,3,1,6,0,2008,2,554,0,60,0,0,0,0,0,2008,227680,0,0,2,2,1,5,3,3
NAmes,807,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,GasA,Gd,Y,null,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,10,WD,Normal,75,9750,0,980,980,0,0,980,0,0,2,0,3,1,6,0,1967,1,384,68,0,0,0,0,0,0,2006,135500,39,39,3,2,1,4,2,2
BrkSide,808,70,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,144,21384,0,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,1923,2,528,0,312,0,0,0,0,0,2009,223500,86,5,3,4,2,4,3,2
NAmes,809,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,GasA,TA,Y,null,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,6,WD,Normal,85,13400,1047,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,1966,2,484,0,0,0,0,0,0,0,2006,159950,40,40,3,2,1,4,2,2
OldTown,810,75,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,5,5,Hip,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,GasA,TA,N,null,TA,Typ,NA,Detchd,Unf,Fa,Po,N,NA,MnPrv,NA,11,WD,Normal,90,8100,0,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,1910,2,360,40,156,0,0,0,0,0,2009,106000,111,44,1,4,2,4,2,1
NWAmes,811,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Fa,Y,null,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,Fa,GdPrv,NA,1,WD,Normal,78,10140,99,1040,1309,0,0,1309,1,0,1,1,3,1,5,1,1974,2,484,265,0,0,0,0,648,0,2006,181000,32,7,3,2,1,1,3,3
CollgCr,812,120,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,ConLD,Normal,69,4438,169,848,848,0,0,848,1,0,1,0,1,1,4,1,2004,2,420,140,0,0,0,0,0,0,2008,144500,4,4,3,1,1,3,2,3
IDOTRR,813,20,C (all),Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,GasA,TA,N,null,Fa,Typ,NA,Basment,Unf,TA,TA,N,NA,NA,Shed,6,WD,Alloca,66,8712,0,540,1044,0,0,1044,0,0,1,0,2,1,4,0,1952,2,504,0,0,0,0,0,0,54,2010,55993,58,58,1,2,2,4,1,1
NAmes,814,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,Shed,4,COD,Normal,75,9750,243,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,1958,1,301,0,0,275,0,0,0,500,2007,157900,49,49,3,2,1,4,2,2
Edwards,815,50,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,GasW,Gd,Y,null,Fa,Typ,NA,Detchd,Unf,TA,TA,P,NA,NA,NA,7,WD,Normal,45,8248,0,686,686,564,0,1250,0,1,1,1,3,1,7,0,1955,1,280,207,0,96,0,0,0,0,2006,116000,88,56,2,2,2,3,2,1
CollgCr,816,20,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,48,12137,442,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,1998,2,598,0,34,0,0,0,0,0,2010,224900,12,12,3,1,1,3,2,3
NAmes,817,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,11425,0,1008,1008,0,0,1008,0,0,1,0,2,1,4,1,1954,1,275,0,0,120,0,0,0,0,2006,137000,52,52,3,2,1,4,2,2
Mitchel,818,20,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,13265,148,1568,1689,0,0,1689,1,0,2,0,3,1,7,2,2002,3,857,150,59,0,0,0,0,0,2008,271000,6,6,3,2,1,4,2,2
ClearCr,819,80,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GasA,Gd,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,6,WD,Normal,80,8816,80,1010,1052,0,0,1052,1,0,1,0,3,1,6,0,1971,2,440,0,0,0,0,0,0,0,2010,155000,39,39,2,1,3,3,2,3
NridgHt,820,120,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,New,Partial,44,6371,128,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2010,2,484,192,35,0,0,0,0,0,2010,224000,1,0,3,3,1,5,3,3
